2682106599	3018	19	63
904289220	60	0	4
331442343	4	3	0
1548306627	435	4	12
2601030418	170	1	2
1520723672	599	7	11
869606513	785	1	7
571314406	175	2	2
124214991	115	0	4
2431313667	1207	14	22
263579927	233	10	38
101699482	10	0	2
251938603	966	12	26
271057565	30	1	0
1105794521	444	7	16
675459767	160	2	2
3457634875	10	0	1
1030518841	60	1	1
541205241	70	0	8
1195035692	2	0	2
2537115126	510	3	10
1078382398	405	15	49
272366754	130	1	1
1115305475	922	26	30
892816348	10	0	2
812628774	314	10	17
332699533	669	0	11
350796651	110	1	1
3178166620	1240	9	31
2683656245	10	1	1
736893174	1745	0	7
928294640	141	4	9
1345195729	208	1	8
2463751680	98	4	5
1258481759	275	5	11
441082134	7	1	1
527371784	1559	11	29
904844643	707	6	19
958451581	249	2	14
466525105	210	2	4
865149881	1037	3	17
372176944	153	4	8
1340518356	838	15	30
1660235295	265	4	19
645903491	1590	3	9
505738810	170	2	7
525164236	30	0	3
2254799153	20	0	1
459846006	74	6	18
980796428	180	3	9
598025021	168	3	6
3607127753	1013	4	10
2857899453	4	0	1
916591474	93	0	1
935415354	15	0	3
535957840	85	0	3
1240465655	400	0	4
1327566965	20	0	2
3122468350	10	0	1
805211578	240	1	4
845718567	290	7	9
1031299590	16	0	3
411463066	5	1	0
2110750476	30	1	1
2291735972	20	0	1
80000000	116	0	2
2595427435	170	1	2
1913954126	73	0	1
85880218	7	1	2
1348412110	4	0	2
1457654504	20	0	1
430236564	0	0	0
359365631	0	0	0
2778393858	39	2	4
1603048911	13	1	3
1609410606	16	1	2
349776569	5	0	1
1933326134	51	1	1
731324948	0	0	0
2019757073	3	0	2
752910184	100	1	0
879758369	7	1	1
2360311639	10	0	3
1549433867	0	0	0
869771259	191	1	9
3138670883	243	6	14
3125745176	209	6	6
54484454	20	1	1
1248806148	1100	0	2
2126939980	10	0	2
303640164	1	0	1
1182321560	10	0	3
2415797738	20	0	2
1523918029	10	0	1
1958028360	3	1	2
