1415314200	53	0	0	1567109225
2503604901	42	0	0	1567125260
791937373	490	1	0	1571183808
1794614276	0	0	3	1546272000
2682034421	1446	13	16	1570885717
1683941741	913	0	7	1571157629
2676325434	2944	34	34	1571307713
348908568	228	0	8	1569717902
2832639556	261	2	4	1567173903
2571183922	0	0	2	1546272000
1084479819	1547	7	18	1570681510
1574232698	31	1	3	1567174396
2635074347	0	0	4	1567174395
348026841	3	0	3	1546272000
3357505199	2908	4	15	1571269784
997396540	141	1	0	1567872622
981603518	1496	9	14	1571414547
1715392663	2227	7	28	1570936457
2962062956	2075	14	19	1571187752
1625599795	610	1	3	1570721951
1009614580	369	0	4	1569453637
2659436828	237	1	4	1570583895
912129066	166	0	0	1567438215
1904182113	76	0	0	1567354743
909202033	66	0	0	1567355113
1192939277	351	0	0	1569771042
2524089674	237	0	16	1570335075
1095247919	931	0	0	1570586691
1191418598	211	0	0	1571182367
2671208675	223	0	5	1570528144
2150779214	430	0	0	1570213925
2629553468	65	0	0	1567859648
1781585535	1389	6	10	1569065204
1843045440	338	3	12	1570717852
188497989	182	0	0	1569424512
820257099	315	0	0	1571443049
1290771961	647	0	0	1571348571
1458435193	884	3	6	1571373769
1018680818	91	0	1	1568199426
2110693859	42	0	0	1568199484
2306679675	414	24	4323	1571414604
2485912153	446	1	0	1570681013
815124113	266	0	0	1570033939
3299147974	666	0	0	1570980655
1500396250	56	0	0	1568265959
1486136296	2390	3	5	1571328078
1095903630	677	12	30	1571364232
1225024311	1447	20	172	1571459626
1797449057	1428	9	40	1571414928
1329627223	317	0	0	1570979568
1375589010	453	3	5	1570112263
2442758852	205	0	0	1568482136
2059295635	2738	28	38	1571479906
2434471411	161	1	3	1568551160
1774662798	1150	3	11	1571095867
2574285198	344	3	9	1571053984
2643964199	776	20	89	1571095329
2074115253	73	5	28	1571095879
782271331	1487	7	17	1571192292
616784310	580	28	106	1571479816
1260396050	458	0	0	1569852882
1106762691	648	3	13	1571241995
1140319893	256	0	1	1571365015
1071257370	212	0	0	1570553939
1587456922	513	2	2	1570854222
895459297	215	3	9	1571459603
2286569468	205	1	3	1570164250
929835595	163	1	9	1571213710
3051276595	263	0	0	1571364324
2766811296	105	0	0	1568968604
1744861998	210	0	0	1570981954
843475418	1389	4	19	1571442874
724962917	164	0	0	1569295570
2523780959	0	0	1	1546272000
2570610059	197	0	3	1571475182
352740155	62	5	3	1571414618
776328059	60	0	0	1569366886
726373175	123	0	0	1569456726
785521385	1540	25	25	1571458709
523458607	72	12	34	1571474945
1458312942	0	0	12	1571321734
1303299162	1286	22	33	1571421555
1849041167	83	0	0	1569598703
1395582206	1215	5	16	1571454760
309173017	90	0	2	1569979101
1838341977	41	0	1	1570015801
785413451	47	0	1	1571373854
2845177909	849	4	18	1571313802
2992711807	8	0	1	1546272000
321560159	204	0	4	1569866544
564693678	21	1	0	1546272000
1598739740	256	0	0	1570435294
1057389725	289	0	1	1571400811
865673622	0	0	1	1546272000
3362619643	96	0	0	1570155227
2366679925	262	0	0	1570990356
1046014962	144	0	0	1570059597
3448842412	175	0	0	1570118846
1425887709	52	0	0	1570015642
1285676148	106	0	0	1570033287
3144912794	160	0	0	1570980073
937453702	226	0	0	1570853695
2723944982	112	0	0	1570198351
2229605146	137	0	0	1570413652
867486680	0	1	1	1571317449
1184257335	182	2	3	1570352336
1171307417	88	0	0	1570270660
781680399	161	1	1	1571095313
897683120	142	2	4	1570361046
2040712047	115	0	0	1570384912
2055269863	87	0	0	1570440788
604339698	93	0	0	1570817281
499854030	92	1	7	1570453372
2510985155	79	2	5	1570453494
214943492	41	2	7	1570453486
1427162342	11	2	2	1546272000
2789785806	14	1	1	1546272000
2019156896	4	0	2	1546272000
1326687442	10	0	0	1546272000
2669567343	21	0	3	1570465465
1053820776	147	0	0	1570595575
1207203712	136	0	0	1570935869
490394856	149	0	0	1570809966
1505979366	165	1	3	1571415560
1303992471	12	1	0	1546272000
2569545112	326	4	12	1571358145
1002278219	10	0	0	1546272000
2044929643	93	0	0	1570803326
2481179905	80	1	2	1570803814
2875482724	402	0	0	1571444209
1773812527	61	0	0	1570982546
2244274567	467	0	0	1571361534
3486125	87	0	0	1571111140
1611907552	164	0	0	1571367861
1308552121	90	0	0	1571224303
1502518064	85	0	0	1571155827
2364557193	71	0	0	1571183408
958139499	41	0	0	1571224428
482840940	87	0	0	1571224477
1397563841	115	0	0	1571317473
2021830965	162	0	1	1571317431
1548079848	74	0	0	1571358211
275201123	102	0	0	1571364284
951992395	102	0	0	1571400829
3169371298	80	0	0	1571404261
779855177	89	0	0	1571473328
